Week,This_Week,Last_Week,End_2019,Name,Average_Points,Total_Points,Events_Played_Divisor,Points_Lost_2020,Points_Gained_2020,Events_Played_Actual,Pro/Am
11,2089,2087.0,2074.0,Jaeyoung Yoo,,,40,,,11,Pro
11,2089,2087.0,2074.0,Noah Barth,,,40,,,1,Am
11,2089,2087.0,2074.0,Isak Eriksson Krabbe,,,40,,,2,Am
11,2089,2087.0,2074.0,Adam Guedra,,,40,,,5,Am
11,2089,2087.0,2074.0,Nick Hedberg,,,40,,,4,Am
11,2089,2087.0,2074.0,Axel Westin,,,40,,,21,Pro
11,2089,2087.0,2074.0,Alasdair Dalgliesh,,,40,,,7,Pro
11,2089,2087.0,2074.0,Oscar Granstrom Livesey,,,40,,,23,Pro
11,2089,2087.0,2074.0,Nial Kearns,,,40,,,6,Pro
11,2089,2087.0,2074.0,Jevann Parmar,,,40,,,1,Pro
11,2089,2087.0,2074.0,Steven Quinlan,,,40,,,1,Pro
11,2089,2087.0,2074.0,Jay Taylor,,,40,,,4,Pro
11,2089,2087.0,2074.0,Ryota Nakao,,,40,,,2,Am
11,2089,2087.0,2074.0,Ryuji Nozawa,,,40,,,2,Am
11,2089,2087.0,2074.0,Mizuki Okaichi,,,40,,,1,Am
11,2089,2087.0,2074.0,Genki Ootani,,,40,,,1,Am
11,2089,2087.0,2074.0,Riou Shimano,,,40,,,16,Pro
11,2089,2087.0,2074.0,Kohei Tsuda,,,40,,,1,Am
11,2089,2087.0,2074.0,Kodai Ueda,,,40,,,1,Am
11,2089,2087.0,2074.0,Thanapol Apinyawuttikul,,,40,,,1,Am
11,2089,2087.0,2074.0,Chonjarern Baramithana Seth,,,40,,,3,Am
11,2089,2087.0,2074.0,Chayodom Chanjaruphong,,,40,,,12,Pro
11,2089,2087.0,2074.0,Chris Chinnapongse,,,40,,,16,Pro
11,2089,2087.0,2074.0,Thanpisit Omsin,,,40,,,22,Pro
11,2089,2087.0,2074.0,Bhurinat Songpaiboon,,,40,,,14,Pro
11,2089,2087.0,2074.0,Thanakorn Torsee,,,40,,,6,Am
11,2089,2087.0,2074.0,Ekpharit Wu,,,40,,,3,Am
11,2089,2087.0,2074.0,Mark Brailey,,,40,,,5,Pro
11,2089,2087.0,2074.0,Claus Jager,,,40,,,3,Am
11,2089,2087.0,2074.0,Paul Kamml,,,40,,,5,Am
11,2089,2087.0,2074.0,Christoph Kraxner,,,40,,,1,Am
11,2089,2087.0,2074.0,Christoph Kuttnigg,,,40,,,2,Am
11,2089,2087.0,2074.0,Carl Mohr,,,40,,,2,Am
11,2089,2087.0,2074.0,Sebastian Panek,,,40,,,1,Am
11,2089,2087.0,2074.0,Felix Schoffthaler,,,40,,,2,Am
11,2089,2087.0,2074.0,Felix Schrott,,,40,,,1,Am
11,2089,2087.0,2074.0,Jonas Schutz,,,40,,,1,Am
11,2089,2087.0,2074.0,Mose Tavecchio,,,40,,,1,Am
11,2089,2087.0,2074.0,Adam Woolley,,,40,,,1,Pro
11,2089,2087.0,2074.0,Morakot  O Iam,,,40,,,1,Pro
11,2089,2087.0,2074.0,Andrew Scaife,,,40,,,1,Pro
11,2089,2087.0,2074.0,Yuttavit Srichumpol,,,40,,,2,Pro
11,2089,2087.0,2074.0,Nicholas Elmey,,,40,,,8,Pro
11,2089,2087.0,2074.0,Matthew Fieldsend,,,40,,,8,Pro
11,2089,2087.0,2074.0,Luke Fitzpatrick,,,40,,,1,Pro
11,2089,2087.0,2074.0,Freddie Price,,,40,,,22,Pro
11,2089,2087.0,2074.0,Daniel Smith,,,40,,,2,Pro
11,2089,2087.0,2074.0,Runchanapong Youprayong,,,40,,,5,Am
11,2089,2087.0,2074.0,Jinsung Kimug1991),,,40,,,1,Am
11,2089,2087.0,2074.0,Adrian Kaczala,,,40,,,3,Pro
11,2089,2087.0,2074.0,Adam  Studeny,,,40,,,1,Pro
11,2089,2087.0,2074.0,John Weber,,,40,,,1,Am
11,2089,2087.0,2074.0,Lorenzo Bruzzone,,,40,,,3,Am
11,2089,2087.0,2074.0,Filippo Celli,,,40,,,4,Am
11,2089,2087.0,2074.0,Simone Colozza,,,40,,,1,Am
11,2089,2087.0,2074.0,Lodovico Gallavresi,,,40,,,5,Am
11,2089,2087.0,2074.0,Gianmarco Manfredi,,,40,,,1,Am
11,2089,2087.0,2074.0,Mattia Martinelli,,,40,,,3,Pro
11,2089,2087.0,2074.0,Leonardo Novella,,,40,,,6,Am
11,2089,2087.0,2074.0,Kevin Edwards,,,40,,,1,Pro
11,2089,2087.0,2074.0,Byron Garvie,,,40,,,3,Pro
11,2089,2087.0,2074.0,TB Mathebula,,,40,,,15,Pro
11,2089,2087.0,2074.0,Therion Nel,,,40,,,1,Pro
11,2089,2087.0,2074.0,Adriel Poonan,,,40,,,38,Pro
11,2089,2087.0,2074.0,Clifford Thompson,,,40,,,1,Am
11,2089,2087.0,2074.0,Andrew McCain,,,40,,,14,Pro
11,2089,2087.0,2074.0,Beau Titsworth,,,40,,,3,Pro
11,2089,2087.0,2074.0,John Jonas,,,40,,,1,Pro
11,2089,2087.0,2074.0,Chad McCann,,,40,,,6,Pro
11,2089,2087.0,2074.0,Luke Llaneras,,,40,,,4,Pro
11,2089,2087.0,2074.0,Trey Shirley,,,40,,,11,Pro
11,2089,2087.0,2074.0,Rodrigo Sanchez,,,40,,,1,Pro
11,2089,2087.0,2074.0,Emeregildo Vasquez,,,40,,,2,Pro
11,2089,2087.0,2074.0,Giovanni Tadiotto,,,40,,,1,Am
11,2089,2087.0,2074.0,Riccardo Bregoli,,,40,,,8,Am
11,2089,2087.0,2074.0,Grant Neal,,,40,,,3,Pro
11,2089,2087.0,2074.0,Edoardo Vizzotto,,,40,,,9,Pro
11,2089,2087.0,2074.0,Luca Zucchini,,,40,,,2,Am
11,2089,2087.0,2074.0,Andrew Burmester,,,40,,,26,Pro
11,2089,2087.0,2074.0,Scott Kelly,,,40,,,11,Pro
11,2089,2087.0,2074.0,Eric Ricard,,,40,,,11,Pro
11,2089,2087.0,2074.0,Kyle Westmoreland,,,40,,,5,Pro
11,2089,2087.0,2074.0,Adam Berner,,,40,,,1,Am
11,2089,2087.0,2074.0,Jesper Thorsoe,,,40,,,8,Pro
11,2089,2087.0,2074.0,Carson Jacobs,,,40,,,17,Pro
11,2089,2087.0,2074.0,Simon Seungmin Lee,,,40,,,14,Pro
11,2089,2087.0,2074.0,Bumjun Soon,,,40,,,1,Pro
11,2089,2087.0,2074.0,Heemin Chang,,,40,,,15,Pro
11,2089,2087.0,2074.0,Duncan Elbury,,,40,,,2,Pro
11,2089,2087.0,2074.0,Thomas Neve,,,40,,,7,Pro
11,2089,2087.0,2074.0,Samuel Whitaker,,,40,,,14,Pro
11,2089,2087.0,2074.0,Ryan Books,,,40,,,1,Pro
11,2089,2087.0,2074.0,Eric Dietrich,,,40,,,21,Pro
11,2089,2087.0,2074.0,Matt Hopley,,,40,,,1,Pro
11,2089,2087.0,2074.0,Taner Yamac,,,40,,,15,Am
11,2089,2087.0,2074.0,Orville Christie,,,40,,,1,Pro
11,2089,2087.0,2074.0,Sean Morris,,,40,,,1,Pro
11,2089,2087.0,2074.0,Marco De Beer,,,40,,,31,Pro
11,2089,2087.0,2074.0,Jastice Mashego,,,40,,,7,Pro
11,2089,2087.0,2074.0,Weerachai Yuanyang,,,40,,,18,Pro
11,2089,2087.0,2074.0,Ryan Brooks,,,40,,,1,Pro
11,2089,2087.0,2074.0,Danny Clayton,,,40,,,2,Am
11,2089,2087.0,2074.0,Jamie Li,,,40,,,2,Am
11,2089,2087.0,2074.0,Joe Retford,,,40,,,2,Am
11,2089,2087.0,2074.0,Jinsol Yoo,,,40,,,5,Pro
11,2089,2087.0,2074.0,Derrik Goodwin,,,40,,,1,Pro
11,2089,2087.0,2074.0,Carson Young,,,40,,,3,Pro
11,2089,2087.0,2074.0,Chris Babcock,,,40,,,1,Pro
11,2089,2087.0,2074.0,Troy Beaver,,,40,,,2,Pro
11,2089,2087.0,2074.0,Charles Merzbacher,,,40,,,1,Pro
11,2089,2087.0,2074.0,Jarrett Swan,,,40,,,7,Pro
11,2089,2087.0,2074.0,Filip Raza,,,40,,,4,Am
11,2089,2087.0,2074.0,Gareth Blease,,,40,,,26,Pro
11,2089,2087.0,2074.0,Scott Houghton,,,40,,,2,Pro
11,2089,2087.0,2074.0,Henry James,,,40,,,12,Pro
11,2089,2087.0,2074.0,Ioan Drosinos Jones,,,40,,,7,Pro
11,2089,2087.0,2074.0,Ben Khor,,,40,,,3,Pro
11,2089,2087.0,2074.0,Yeong Bin Lee,,,40,,,2,Pro
11,2089,2087.0,2074.0,Neil Parker,,,40,,,6,Pro
11,2089,2087.0,2074.0,Stephen Warhurst,,,40,,,3,Pro
11,2089,2087.0,2074.0,Oskar Gustafsson,,,40,,,5,Pro
11,2089,2087.0,2074.0,Filip Sandberg,,,40,,,5,Am
11,2089,2087.0,2074.0,Hendrik Hoffmann,,,40,,,1,Pro
11,2089,2087.0,2074.0,Mats Iwand,,,40,,,9,Pro
11,2089,2087.0,2074.0,Leo Mathard,,,40,,,25,Pro
11,2089,2087.0,2074.0,Johannes Manuel Fontes Zitzer,,,40,,,23,Pro
11,2089,2087.0,2074.0,Thomas Boulanger,,,40,,,2,Am
11,2089,2087.0,2074.0,Maxime LegrosAm),,,40,,,1,Pro
11,2089,2087.0,2074.0,Thomas Pesin,,,40,,,7,Pro
11,2089,2087.0,2074.0,Darin Fisher,,,40,,,1,Pro
11,2089,2087.0,2074.0,Charlie Kern,,,40,,,16,Pro
11,2089,2087.0,2074.0,Sanghun Shin,,,40,,,4,Pro
11,2089,2087.0,2074.0,Phatthara Amornwetcharat,,,40,,,7,Pro
11,2089,2087.0,2074.0,Mohammed Muhazim Bakhtiar,,,40,,,11,Pro
11,2089,2087.0,2074.0,Muhammad Danial Faidz,,,40,,,15,Pro
11,2089,2087.0,2074.0,Andrew Park,,,40,,,16,Pro
11,2089,2087.0,2074.0,Adrien Conter,,,40,,,1,Am
11,2089,2087.0,2074.0,Sam Schinert,,,40,,,1,Am
11,2089,2087.0,2074.0,Albin Bergstrom,,,40,,,3,Am
11,2089,2087.0,2074.0,Henning Hogmoen,,,40,,,1,Am
11,2089,2087.0,2074.0,David Nyfjall,,,40,,,3,Am
11,2089,2087.0,2074.0,Olle Widegren,,,40,,,18,Pro
11,2089,2087.0,2074.0,Markus Wilhelmsen,,,40,,,4,Am
11,2089,2087.0,2074.0,Tse Sen Liu,,,40,,,1,Pro
11,2089,2087.0,2074.0,Tzu Hao Tseng Seng,,,40,,,1,Pro
11,2089,2087.0,2074.0,Jen Li Wang,,,40,,,1,Pro
11,2089,2087.0,2074.0,Edvin Backstrom,,,40,,,1,Am
11,2089,2087.0,2074.0,Kobdech Rodrat,,,40,,,1,Am
11,2089,2087.0,2074.0,Dimitri Mary,,,40,,,6,Pro
11,2089,2087.0,2074.0,Douglas Quinones,,,40,,,12,Pro
11,2089,2087.0,2074.0,Tim Alarie,,,40,,,1,Pro
11,2089,2087.0,2074.0,P.A. Bedard,,,40,,,1,Pro
11,2089,2087.0,2074.0,Vincent Blanchette,,,40,,,2,Pro
11,2089,2087.0,2074.0,Brendan Leonard,,,40,,,1,Pro
11,2089,2087.0,2074.0,David Little,,,40,,,1,Pro
11,2089,2087.0,2074.0,David Sanders,,,40,,,2,Pro
11,2089,2087.0,2074.0,Marco Cervellini,,,40,,,3,Pro
11,2089,2087.0,2074.0,Matt Williams,,,40,,,3,Pro
11,2089,2087.0,2074.0,Kevin Latchayya,,,40,,,2,Am
11,2089,2087.0,2074.0,Takayuki Matsui,,,40,,,10,Am
11,2089,2087.0,2074.0,Luca Pettinau,,,40,,,5,Am
11,2089,2087.0,2074.0,Riccardo Quercia,,,40,,,8,Pro
11,2089,2087.0,2074.0,Lorenzo Tatti,,,40,,,1,Am
11,2089,2087.0,2074.0,Tommaso Zorzetto,,,40,,,2,Am
11,2089,2087.0,2074.0,Leon Bader,,,40,,,6,Am
11,2089,2087.0,2074.0,Alexander Herrmann,,,40,,,3,Am
11,2089,2087.0,2074.0,Maximilian Herrmann,,,40,,,3,Am
11,2089,2087.0,2074.0,Johannes Hounsgaard,,,40,,,1,Am
11,2089,2087.0,2074.0,Alexander Tranacher,,,40,,,10,Pro
11,2089,2087.0,2074.0,Tom Westenberger,,,40,,,1,Am
11,2089,2087.0,2074.0,Casper Bjurhult Kennedy,,,40,,,3,Am
11,2089,2087.0,2074.0,Herman Wibe Sekne,,,40,,,4,Am
11,2089,2087.0,2074.0,Adam Ström,,,40,,,20,Pro
11,2089,2087.0,2074.0,Elis Svärd,,,40,,,6,Am
11,2089,2087.0,2074.0,Kazuya Osawa,,,40,,,5,Pro
11,2089,2087.0,2074.0,Justin Bryant,,,40,,,2,Pro
11,2089,2087.0,2074.0,Steph Curry,,,40,,,1,Pro
11,2089,2087.0,2074.0,Paul McBride,,,40,,,29,Pro
11,2089,2087.0,2074.0,Adam Blomme,,,40,,,2,Am
11,2089,2087.0,2074.0,Daniel Barth Aas,,,40,,,4,Am
11,2089,2087.0,2074.0,Haakon Toverud Andersen,,,40,,,1,Am
11,2089,2087.0,2074.0,Jens Hakon Middborg Bendiksen,,,40,,,8,Pro
11,2089,2087.0,2074.0,Magnus Boland Haugen,,,40,,,2,Am
11,2089,2087.0,2074.0,Mats Ege,,,40,,,6,Pro
11,2089,2087.0,2074.0,Nathan Yankovich,,,40,,,5,Pro
11,2089,2087.0,2074.0,Sungjoon Lee,,,40,,,2,Pro
11,2089,2087.0,2074.0,Patrick Blunt,,,40,,,11,Pro
11,2089,2087.0,2074.0,Kevin Le Blanc,,,40,,,6,Pro
11,2089,2087.0,2074.0,Rylee Reinertson,,,40,,,7,Pro
11,2089,2087.0,2074.0,Sungmin Lee,,,40,,,11,Pro
11,2089,2087.0,2074.0,Gordan Brixi,,,40,,,5,Am
11,2089,2087.0,2074.0,Roberts Eihmanis,,,40,,,1,Am
11,2089,2087.0,2074.0,Shubham Narain,,,40,,,12,Pro
11,2089,2087.0,2074.0,Andy Hailes,,,40,,,2,Pro
11,2089,2087.0,2074.0,Andrew Richardson,,,40,,,1,Pro
11,2089,2087.0,2074.0,David Williamson,,,40,,,2,Pro
11,2089,2087.0,2074.0,Carl Caspersen,,,40,,,1,Am
11,2089,2087.0,2074.0,Jonathan Goth-Rasmussen,,,40,,,6,Pro
11,2089,2087.0,2074.0,Mathias Hasenschwandtner,,,40,,,1,Am
11,2089,2087.0,2074.0,Rolf Christian Hermanrud,,,40,,,2,Am
11,2089,2087.0,2074.0,Alex Springer,,,40,,,14,Pro
11,2089,2087.0,2074.0,Stefan Bleier,,,40,,,2,Pro
11,2089,2087.0,2074.0,Alexandra Forsterling,,,40,,,1,Am
11,2089,2087.0,2074.0,Nicklas Mattner,,,40,,,8,Pro
11,2089,2087.0,2074.0,Armin Posratschnig,,,40,,,3,Pro
11,2089,2087.0,2074.0,Constantin Unger,,,40,,,2,Am
11,2089,2087.0,2074.0,Michael Vonbank,,,40,,,15,Am
11,2089,2087.0,2074.0,Hugo Arribat-Jacquelin,,,40,,,1,Pro
11,2089,2087.0,2074.0,Gaston Bertinotti,,,40,,,21,Pro
11,2089,2087.0,2074.0,Damien Cevaer,,,40,,,2,Am
11,2089,2087.0,2074.0,Javier Parada,,,40,,,17,Pro
11,2089,2087.0,2074.0,Nathan Regelan,,,40,,,2,Am
11,2089,2087.0,2074.0,Luc Rideau,,,40,,,20,Pro
11,2089,2087.0,2074.0,JD Carrabino,,,40,,,1,Pro
11,2089,2087.0,2074.0,Juan S Correa,,,40,,,1,Am
11,2089,2087.0,2074.0,Bo Hayes,,,40,,,7,Pro
11,2089,2087.0,2074.0,Renato Naula,,,40,,,2,Am
11,2089,2087.0,2074.0,Juan Carlos Rodriguez,,,40,,,8,Pro
11,2089,2087.0,2074.0,Ben Crancer,,,40,,,3,Pro
11,2089,2087.0,2074.0,Nate Ollis,,,40,,,2,Pro
11,2089,2087.0,2074.0,Jake Shuman,,,40,,,10,Pro
11,2089,2087.0,2074.0,Gerhard Botha,,,40,,,4,Am
11,2089,2087.0,2074.0,Ricki Dembo,,,40,,,8,Pro
11,2089,2087.0,2074.0,Gustav Erasmus,,,40,,,2,Pro
11,2089,2087.0,2074.0,Anu Gounden,,,40,,,3,Am
11,2089,2087.0,2074.0,Fezekile Kana,,,40,,,11,Pro
11,2089,2087.0,2074.0,Christian MacGregor,,,40,,,6,Am
11,2089,2087.0,2074.0,Tiger Malabie,,,40,,,1,Am
11,2089,2087.0,2074.0,Neo Mokgatle,,,40,,,16,Pro
11,2089,2087.0,2074.0,Dylan Morton,,,40,,,3,Am
11,2089,2087.0,2074.0,Fritz Orren,,,40,,,15,Pro
11,2089,2087.0,2074.0,Gianni Pera,,,40,,,5,Am
11,2089,2087.0,2074.0,Slade Pickering,,,40,,,4,Am
11,2089,2087.0,2074.0,Augi Pienaar,,,40,,,1,Am
11,2089,2087.0,2074.0,Marcel Steyn Scholtz,,,40,,,11,Am
11,2089,2087.0,2074.0,Santiago Castilla,,,40,,,1,Pro
11,2089,2087.0,2074.0,Christiaan Greyling,,,40,,,3,Pro
11,2089,2087.0,2074.0,Nick Buckland,,,40,,,2,Pro
11,2089,2087.0,2074.0,Bradley Harris,,,40,,,5,Pro
11,2089,2087.0,2074.0,Scott Diel,,,40,,,7,Pro
11,2089,2087.0,2074.0,Hu Diandian,,,40,,,29,Pro
11,2089,2087.0,2074.0,Jianwen Lin,,,40,,,16,Pro
11,2089,2087.0,2074.0,Qui Zongjun,,,40,,,1,Pro
11,2089,2087.0,2074.0,Xing Zhi,,,40,,,18,Pro
11,2089,2087.0,2074.0,Yu Sungi(July1991),,,40,,,1,Pro
11,2089,2087.0,2074.0,Elliot Gothe,,,40,,,8,Am
11,2089,2087.0,2074.0,Max Hellstrom,,,40,,,8,Pro
11,2089,2087.0,2074.0,Joakim Johansson,,,40,,,1,Pro
11,2089,2087.0,2074.0,Jake Duvall,,,40,,,8,Pro
11,2089,2087.0,2074.0,Andrew Funk(Sept1996),,,40,,,1,Pro
11,2089,2087.0,2074.0,Daniel Hudson,,,40,,,6,Pro
11,2089,2087.0,2074.0,Brendon Jelley,,,40,,,9,Pro
11,2089,2087.0,2074.0,Hyunjun Joo,,,40,,,1,Pro
11,2089,2087.0,2074.0,Ekkarat Leksuwan,,,40,,,5,Pro
11,2089,2087.0,2074.0,Meechai Padungsiriseth,,,40,,,1,Pro
11,2089,2087.0,2074.0,Nopparat Panichphol,,,40,,,4,Am
11,2089,2087.0,2074.0,Matthew Oshrine,,,40,,,2,Pro
11,2089,2087.0,2074.0,Oscar Odestal,,,40,,,1,Am
11,2089,2087.0,2074.0,Sam Reese,,,40,,,2,Am
11,2089,2087.0,2074.0,Marcus Sundlof,,,40,,,4,Am
11,2089,2087.0,2074.0,Nick Philip Engel,,,40,,,2,Pro
11,2089,2087.0,2074.0,Jesper So Kopborg,,,40,,,2,Am
11,2089,2087.0,2074.0,Shintaro Ban,,,40,,,15,Pro
11,2089,2087.0,2074.0,Jacob Bergeron,,,40,,,15,Pro
11,2089,2087.0,2074.0,Harry Goddard,,,40,,,2,Am
11,2089,2087.0,2074.0,Thomas Godfrey,,,40,,,7,Pro
11,2089,2087.0,2074.0,Matthew Hogg,,,40,,,17,Pro
11,2089,2087.0,2074.0,Casey Olsen,,,40,,,8,Pro
11,2089,2087.0,2074.0,Will Porter,,,40,,,4,Am
11,2089,2087.0,2074.0,Jaime Aguiar Gonzalez,,,40,,,12,Pro
11,2089,2087.0,2074.0,Antonio Aguilera Ortega,,,40,,,1,Pro
11,2089,2087.0,2074.0,Sandro Barrio Guerrero,,,40,,,9,Pro
11,2089,2087.0,2074.0,Francis Biondi,,,40,,,5,Pro
11,2089,2087.0,2074.0,Alistair Cameron,,,40,,,5,Pro
11,2089,2087.0,2074.0,Hari Chang,,,40,,,7,Pro
11,2089,2087.0,2074.0,Javier Herrero,,,40,,,2,Pro
11,2089,2087.0,2074.0,Carlos Leandro,,,40,,,3,Pro
11,2089,2087.0,2074.0,Rafael Lopez Perales,,,40,,,1,Pro
11,2089,2087.0,2074.0,Josep Massons,,,40,,,1,Pro
11,2089,2087.0,2074.0,Luis Vega,,,40,,,12,Pro
11,2089,2087.0,2074.0,Cen Yongxun,,,40,,,3,Pro
11,2089,2087.0,2074.0,Fang Basiteng,,,40,,,8,Pro
11,2089,2087.0,2074.0,Liu Peilin,,,40,,,1,Pro
11,2089,2087.0,2074.0,Tim Bombosch,,,40,,,2,Am
11,2089,2087.0,2074.0,Patrick Poate,,,40,,,4,Am
11,2089,2087.0,2074.0,Sebastian Poths,,,40,,,7,Am
11,2089,2087.0,2074.0,Yannick Schutz,,,40,,,2,Am
11,2089,2087.0,2074.0,Aydan Verdonk,,,40,,,5,Am
11,2089,2087.0,2074.0,Woopyoung Cho,,,40,,,10,Pro
11,2089,2087.0,2074.0,Sam Choi,,,40,,,1,Pro
11,2089,2087.0,2074.0,Hakseok Lee,,,40,,,1,Pro
11,2089,2087.0,2074.0,Cory Churchman,,,40,,,6,Pro
11,2089,2087.0,2074.0,Emmanuel Kountakis,,,40,,,9,Pro
11,2089,2087.0,2074.0,Pablo Mena Medrano,,,40,,,1,Pro
11,2089,2087.0,2074.0,Yuya Eguchi,,,40,,,1,Am
11,2089,2087.0,2074.0,Shiso Go,,,40,,,1,Am
11,2089,2087.0,2074.0,Takuya Karino,,,40,,,1,Pro
11,2089,2087.0,2074.0,Kanata Nakagawa,,,40,,,1,Pro
11,2089,2087.0,2074.0,Kazuki Sato,,,40,,,2,Pro
11,2089,2087.0,2074.0,Luke Ackers,,,40,,,1,Pro
11,2089,2087.0,2074.0,Matthew Choi,,,40,,,17,Pro
11,2089,2087.0,2074.0,Bradley Cox,,,40,,,9,Pro
11,2089,2087.0,2074.0,Ryan Crowley,,,40,,,1,Pro
11,2089,2087.0,2074.0,Aaron Harper,,,40,,,16,Pro
11,2089,2087.0,2074.0,Timothy Martin,,,40,,,2,Pro
11,2089,2087.0,2074.0,Brady Stead,,,40,,,6,Pro
11,2089,2087.0,2074.0,Matthew Turner(Oct1988),,,40,,,1,Pro
11,2089,2087.0,2074.0,Connor Worsdall,,,40,,,16,Pro
11,2089,2087.0,2074.0,Caylum Boon,,,40,,,22,Pro
11,2089,2087.0,2074.0,Landon Ferguson,,,40,,,3,Pro
11,2089,2087.0,2074.0,Liam Labuschagne,,,40,,,10,Pro
11,2089,2087.0,2074.0,Paul Rodrigues,,,40,,,10,Pro
11,2089,2087.0,2074.0,Willem Swart,,,40,,,5,Am
11,2089,2087.0,2074.0,Sanghyun Kim,,,40,,,2,Pro
11,2089,2087.0,2074.0,Jake Erickson,,,40,,,1,Pro
11,2089,2087.0,2074.0,Archer Price,,,40,,,6,Pro
11,2089,2087.0,2074.0,Alexander George Frances,,,40,,,3,Pro
11,2089,2087.0,2074.0,Davide Buchi,,,40,,,6,Am
11,2089,2087.0,2074.0,Giacomo Di Gennaro,,,40,,,3,Am
11,2089,2087.0,2074.0,Gianmarco Federici,,,40,,,2,Am
11,2089,2087.0,2074.0,Pietro Guido Fenoglio,,,40,,,2,Am
11,2089,2087.0,2074.0,Sebastiano Frau,,,40,,,2,Am
11,2089,2087.0,2074.0,Luigi Federico Magni,,,40,,,3,Am
11,2089,2087.0,2074.0,Franklin Huang,,,40,,,1,Am
11,2089,2087.0,2074.0,Rhett Rasmussen,,,40,,,1,Pro
11,2089,2087.0,2074.0,Timothy Wiseman,,,40,,,1,Pro
11,2089,2087.0,2074.0,Garrett Kuchar,,,40,,,1,Pro
11,2089,2087.0,2074.0,Bret Thompson,,,40,,,4,Pro
11,2089,2087.0,2074.0,Finlay Young,,,40,,,1,Pro
11,2089,2087.0,2074.0,Philip Coles,,,40,,,1,Am
11,2089,2087.0,2074.0,Nick Fischer,,,40,,,1,Am
11,2089,2087.0,2074.0,Steffen Heckele,,,40,,,3,Am
11,2089,2087.0,2074.0,Falk Ivanov,,,40,,,5,Am
11,2089,2087.0,2074.0,Philipp Johne,,,40,,,1,Am
11,2089,2087.0,2074.0,Zenon Kohs,,,40,,,1,Am
11,2089,2087.0,2074.0,Pascal Lodes,,,40,,,2,Am
11,2089,2087.0,2074.0,Sander Akeren,,,40,,,4,Am
11,2089,2087.0,2074.0,Mats Andersson,,,40,,,3,Pro
11,2089,2087.0,2074.0,Elias Hustad Birkeland,,,40,,,1,Am
11,2089,2087.0,2074.0,Elias Johansson,,,40,,,9,Am
11,2089,2087.0,2074.0,Jacob Lindh,,,40,,,1,Am
11,2089,2087.0,2074.0,August Lindvall,,,40,,,3,Pro
11,2089,2087.0,2074.0,Jorgen Lie Viken,,,40,,,3,Am
11,2089,2087.0,2074.0,Jonas Selleag Aulie,,,40,,,1,Am
11,2089,2087.0,2074.0,Arthur Bodereau,,,40,,,2,Am
11,2089,2087.0,2074.0,Charles Didelon,,,40,,,1,Am
11,2089,2087.0,2074.0,Guillaume Fanonnel,,,40,,,2,Am
11,2089,2087.0,2074.0,Louis-Arthur Greff,,,40,,,1,Am
11,2089,2087.0,2074.0,Edouard Malingri De Bagnolo,,,40,,,1,Pro
11,2089,2087.0,2074.0,Paul Piedelievre,,,40,,,25,Pro
11,2089,2087.0,2074.0,Jean Rodriguez,,,40,,,2,Pro
11,2089,2087.0,2074.0,Victor Saur,,,40,,,2,Am
11,2089,2087.0,2074.0,Blake Kelley,,,40,,,1,Pro
11,2089,2087.0,2074.0,Barry Babbitt,,,40,,,1,Pro
11,2089,2087.0,2074.0,Alistair Docherty,,,40,,,11,Pro
11,2089,2087.0,2074.0,Broc Everett,,,40,,,7,Pro
11,2089,2087.0,2074.0,Andre Garcia,,,40,,,4,Pro
11,2089,2087.0,2074.0,Keith Greene,,,40,,,8,Pro
11,2089,2087.0,2074.0,Andrej Bevins,,,40,,,10,Pro
11,2089,2087.0,2074.0,Christian Chang,,,40,,,5,Pro
11,2089,2087.0,2074.0,Tyler Collier,,,40,,,11,Pro
11,2089,2087.0,2074.0,Nj Van der Walt,,,40,,,1,Am
11,2089,2087.0,2074.0,Vaughn Van Deventer,,,40,,,1,Am
11,2089,2087.0,2074.0,Bryce Myburgh,,,40,,,25,Pro
11,2089,2087.0,2074.0,Duane Nagel,,,40,,,19,Am
11,2089,2087.0,2074.0,Vicente Marzilio,,,40,,,3,Pro
11,2089,2087.0,2074.0,Mario Pichetto,,,40,,,1,Pro
11,2089,2087.0,2074.0,Ricardo Towell,,,40,,,15,Pro
11,2089,2087.0,2074.0,Christopher Van der Merwe,,,40,,,17,Pro
11,2089,2087.0,2074.0,Armand Van Dyk,,,40,,,12,Am
11,2089,2087.0,2074.0,Stephane van Neer,,,40,,,4,Am
11,2089,2087.0,2074.0,Michael Van Rooyen,,,40,,,4,Pro
11,2089,2087.0,2074.0,Nicklas Van Wyk,,,40,,,6,Am
11,2089,2087.0,2074.0,Amarin R Kraivixien,,,40,,,10,Pro
11,2089,2087.0,2074.0,Gonzalo Leon,,,40,,,1,Pro
11,2089,2087.0,2074.0,Jeremy Nevius,,,40,,,3,Pro
11,2089,2087.0,2074.0,Cole Nygren,,,40,,,2,Pro
11,2089,2087.0,2074.0,Robert Foley,,,40,,,2,Am
11,2089,2087.0,2074.0,Alessandro Noseda,,,40,,,4,Pro
11,2089,2087.0,2074.0,Blake Abercrombie,,,40,,,17,Pro
11,2089,2087.0,2074.0,Chelso Barrett,,,40,,,6,Pro
11,2089,2087.0,2074.0,Ryan Porch,,,40,,,11,Pro
11,2089,2087.0,2074.0,Jake Mondy,,,40,,,10,Pro
11,2089,2087.0,2074.0,Will S Griffin,,,40,,,8,Pro
11,2089,2087.0,2074.0,Paul Avenell,,,40,,,2,Pro
